Course Code,Course Name,Description,Prerequisites
CS 402.,  Supervised College Teaching.  1-2 Credits.,Repeatable.Requisites:Prereq:CS 313.Repeatable 99 times,Prereq:CS 313.Repeatable 99 times
CS 403.,  Thesis.  1-12 Credits.,Repeatable.Requisites:Prereq:CS 313.Repeatable 99 times,Prereq:CS 313.Repeatable 99 times
CS 404.,  Internship: [Topic].  1-4 Credits.,Repeatable.Requisites:Prereq:CS 313.Repeatable 99 times,Prereq:CS 313.Repeatable 99 times
CS 405.,  Reading and Conference: [Topic].  1-12 Credits.,Repeatable up to five times.Requisites:Prereq:CS 313.Repeatable 5 times,Prereq:CS 313.Repeatable 5 times
CS 406.,  Practicum: [Topic].  1-2 Credits.,Supervised consulting.  Students provide learning assistance in computer science courses.  Repeatable for a maximum of 4 credits.Requisites:Prereq:CS 313.Repeatable 3 times for a maximum of 4 credits,Prereq:CS 313.Repeatable 3 times for a maximum of 4 credits
CS 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable when the topic changes. Opportunity to study in greater depth specific topics arising out of other courses.Requisites:Prereq:CS 313.Repeatable 99 times when topic changes,Prereq:CS 313.Repeatable 99 times when topic changes
CS 408.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Requisites:Prereq:CS 313.Repeatable 99 times,Prereq:CS 313.Repeatable 99 times
CS 409.,  Terminal Project.  1-12 Credits.,Repeatable.Requisites:Prereq:CS 313.Repeatable 99 times,Prereq:CS 313.Repeatable 99 times
CS 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable when the topic changes.Repeatable 99 times when topic changes,
CS 413.,  Advanced Data Structures.  4 Credits.,"Complex structures, storage management, sorting and searching, hashing, storage of texts, and information compression.Requisites:Prereq:CS 315.",Prereq:CS 315.
CS 415.,  Operating Systems.  4 Credits.,"Principles of operating system design. Process and memory management, concurrency, scheduling, input-output and file systems, security.Requisites:Prereq:CS 330.",Prereq:CS 330.
CS 420.,  Automata Theory.  4 Credits.,"Provides a mathematical basis for computability and complexity. Models of computation, formal languages, Turing machines, solvability. Nondeterminism and complexity classes.Requisites:Prereq:CS 315.",Prereq:CS 315.
CS 422.,  Software Methodology I.  4 Credits.,"Technical and nontechnical aspects of software development, including specification, planning, design, development, management and maintenance of software projects. Student teams complete projects.Requisites:Prereq:CS 313.",Prereq:CS 313.
CS 423.,  Software Methodology II.  4 Credits.,"Application of concepts and methodologies covered inCS 422. Student teams complete a large system design and programming project. Final system specification, test plan, user documentation, and system walk throughs.Requisites:Prereq:CS 422with a grade of B- or better.",Prereq:CS 422with a grade of B- or better.
CS 425.,  Principles of Programming Languages.  4 Credits.,"Syntax and semantics. Scope rules, environments, stores, denoted and expressed values, procedures, and parameters. Definitional interpreters. Types, overloading, parametric polymorphism, and inheritance. Varieties of abstraction.Requisites:Prereq:CS 315.",Prereq:CS 315.
CS 429.,  Computer Architecture.  4 Credits.,"RISC (reduced instruction-set computer) and CISC (complex instruction-set computer) design, storage hierarchies, high-performance processor design, pipelining, vector processing, networks, performance analysis.Requisites:Prereq:CS 313,CS 314,CS 330.","Prereq:CS 313,CS 314,CS 330."
CS 431.,  Introduction to Parallel Computing.  4 Credits.,"Parallel architecture, theory, algorithms, and programming with emphasis on parallel programming, focusing on models, languages, libraries, and runtime systems.Requisites:Prereq:CS 330.",Prereq:CS 330.
CS 432.,  Introduction to Networks.  4 Credits.,"Principles of computer network design. Link technologies, packet switching, routing, inter-networking, reliability. Internet protocols. Programming assignments focus on protocol design.Requisites:Prereq:CS 330.CS 415recommended.",Prereq:CS 330.CS 415recommended.
CS 433.,  Computer and Network Security.  4 Credits.,"Security for various aspects of computers and networks. Elementary cryptography, program security, trusted operating systems, network security, privacy, and legal and ethical issues.Requisites:Prereq:CS 415.",Prereq:CS 415.
CS 434.,  Computer and Network Security II.  4 Credits.,"This course covers security threats and solutions for distributed systems and networks, particularly the Internet, the Internet of Things, and distributed systems based on them.Requisites:Prereq:CS 433.",Prereq:CS 433.
CS 436.,  Secure Software Development.  4 Credits.,This course establishes a foundation for applying security principles to the lifecycle of software development in order to minimize software vulnerabilities and counter cyber threats.Requisites:Prereq:CS 330.,Prereq:CS 330.
CS 437.,  Computer and Network Security Practicum.  4 Credits.,"This course is designed to help students solidify knowledge and develop hands-on skills in computer network security. Students will practice various attack and defense techniques. Specifically, we will systematically study each layer of the Internet, discuss the design and implementation vulnerabilities at each layer, and demonstrate how attacks may exploit the vulnerabilities. This course will cover many classic attacks in great technical detail in addition to high-level concepts and theories, to help students deeply understand why and how each attack works. We'll also discuss how each attack may be handled, and students will learn defense techniques such as firewalls, etc.Requisites:Prereq:CS 433.",Prereq:CS 433.
CS 441.,  Introduction to Computer Graphics.  4 Credits.,"Introduction to the hardware, geometrical transforms, interaction techniques, and shape representation schemes that are important in interactive computer graphics. Programming assignments using contemporary graphics hardware and software systems.Requisites:Prereq:CS 330.",Prereq:CS 330.
CS 443.,  User Interfaces.  4 Credits.,"Introduction to user interface software engineering. Emphasis on theory of interface design, understanding the behavior of the user, and implementing programs on advanced systems.Requisites:Prereq:CS 313.",Prereq:CS 313.
CS 445.,  Modeling and Simulation.  4 Credits.,"Theoretical foundations and practical problems for the modeling and computer simulation of discrete and continuous systems. Simulation languages, empirical validation, applications in computer science.Requisites:Prereq:CS 315,CS 330.","Prereq:CS 315,CS 330."
CS 451.,  Database Processing.  4 Credits.,"Fundamental concepts of DBMS. Data modeling, relational models and normal forms. File organization and index structures. SQL, embedded SQL, and concurrency control.Requisites:Prereq:CS 313,CS 314.","Prereq:CS 313,CS 314."
CS 453.,  Data Mining.  4 Credits.,"Databases, machine learning, artificial intelligence, statistics, and data visualization. Examines data warehouses, data preprocessing, association and classification rule mining, and cluster analysis.Requisites:Prereq:CS 451.",Prereq:CS 451.
CS 461.,  Introduction to Compilers.  4 Credits.,"Lexical analysis, parsing, attribution, code generation.Requisites:Prereq:CS 314,CS 425.CS 420strongly recommended.","Prereq:CS 314,CS 425.CS 420strongly recommended."
CS 471.,  Introduction to Artificial Intelligence.  4 Credits.,"Basic themes, issues, and techniques of artificial intelligence, including agent architecture, knowledge representation and reasoning, problem solving and planning, game playing, and learning.Requisites:Prereq:CS 315.",Prereq:CS 315.
CS 472.,  Machine Learning.  4 Credits.,"A broad introduction to machine learning and its established algorithms.  Topics include concept learning, decision trees, neural network.Requisites:Prereq:CS 315.",Prereq:CS 315.
CS 473.,  Probabilistic Methods for Artificial Intelligence.  4 Credits.,"Fundamental techniques for representing problems as probability distributions, performing inference, and learning from data. Topics include Bayesian and Markov networks, variable elimination, loopy belief propagation, and parameter.Requisites:Prereq:CS 315.",Prereq:CS 315.
CS 500M.,  Temporary Multilisted Course.  1-5 Credits.,Repeatable.Repeatable 99 times,
CS 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,
CS 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable. Opportunity to study in greater depth specific topics arising out of other courses.Repeatable 99 times,
CS 508.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
CS 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CS 513.,  Advanced Data Structures.  4 Credits.,"Complex structures, storage management, sorting and searching, hashing, storage of texts, and information compression.",
CS 520.,  Automata Theory.  4 Credits.,"Provides a mathematical basis for computability and complexity. Models of computation, formal languages, Turing machines, solvability. Nondeterminism and complexity classes.",
CS 522.,  Software Methodology I.  4 Credits.,"Technical and nontechnical aspects of software development, including specification, planning, design, development, management and maintenance of software projects. Student teams complete projects.",
CS 523.,  Software Methodology II.  4 Credits.,"Student teams complete a large system design and programming project. Final system specifications, test plan, user documentation, and system walk-through.Requisites:Prereq:CS 522.",Prereq:CS 522.
CS 529.,  Computer Architecture.  4 Credits.,"RISC (reduced instruction-set computer) and CISC (complex instruction-set computer) design, storage hierarchies, high-performance processor design, pipelining, vector processing, networks, performance analysis.",
CS 531.,  Introduction to Parallel Computing.  4 Credits.,"Parallel architecture, theory, algorithms, and programming with emphasis on parallel programming, focusing on models, languages, libraries, and runtime systems.",
CS 532.,  Introduction to Networks.  4 Credits.,"Principles of computer network design. Link technologies, packet switching, routing, inter-networking, reliability. Internet protocols. Programming assignments focus on protocol design.",
CS 533.,  Computer and Network Security.  4 Credits.,"Security for various aspects of computers and networks. Elementary cryptography,program security, trusted operating systems, network security, privacy, and legal and ethical issues.",
CS 534.,  Computer and Network Security II.  1-4 Credits.,"This course covers security threats and solutions for distributed systems and networks, particularly the Internet, the Internet of Things, and distributed systems based on them.Requisites:Prereq:CS 532,CS 533.","Prereq:CS 532,CS 533."
CS 536.,  Secure Software Development.  4 Credits.,This course establishes a foundation for applying security principles to the lifecycle of software development in order to minimize software vulnerabilities and counter cyber threats.,
CS 537.,  Computer and Network Security Practicum.  4 Credits.,"This course is designed to help students solidify knowledge and develop hands-on skills in computer network security. Students will practice various attack and defense techniques. Specifically, we will systematically study each layer of the Internet, discuss the design and implementation vulnerabilities at each layer, and demonstrate how attacks may exploit the vulnerabilities. This course will cover many classic attacks in great technical detail in addition to high-level concepts and theories, to help students deeply understand why and how each attack works. We'll also discuss how each attack may be handled, and students will learn defense techniques such as firewalls, etc.",
CS 541.,  Introduction to Computer Graphics.  4 Credits.,"Introduction to the hardware, geometrical transforms, interaction techniques, and shape representation schemes that are important in interactive computer graphics. Programming assignments using contemporary graphics hardware and software systems.",
CS 543.,  User Interfaces.  4 Credits.,"Introduction to user interface software engineering. Emphasis on theory of interface design, understanding the behavior of the user, and implementing programs on advanced systems.",
CS 545.,  Modeling and Simulation.  4 Credits.,"Theoretical foundations and practical problems for the modeling and computer simulation of discrete and continuous systems. Simulation languages, empirical validation, applications in computer science.",
CS 551.,  Database Processing.  4 Credits.,"Fundamental concepts of DBMS. Data modeling, relational models and normal forms. File organization and index structures. SQL, embedded SQL, and concurrency control.",
CS 553.,  Data Mining.  4 Credits.,"Databases, machine learning, artificial intelligence, statistics, and data visualization. Examines data warehouses, data preprocessing, association and classification rule mining, and cluster analysis.Requisites:Prereq:CS 551.",Prereq:CS 551.
CS 561.,  Introduction to Compilers.  4 Credits.,"Lexical analysis, parsing, attribution, code generation.Requisites:Prereq:CS 520strongly recommended.",Prereq:CS 520strongly recommended.
CS 571.,  Introduction to Artificial Intelligence.  4 Credits.,"Basic themes, issues, and techniques of artificial intelligence, including agent architecture, knowledge representation and reasoning, problem solving and planning, game playing, and learning.",
CS 572.,  Machine Learning.  4 Credits.,"A broad introduction to machine learning and its established algorithms.  Topics include concept learning, decision trees, neural network.",
CS 573.,  Probabilistic Methods for Artificial Intelligence.  4 Credits.,"Fundamental techniques for representing problems as probability distributions, performing inference, and learning from data. Topics include Bayesian and Markov networks, variable elimination, loopy belief propagation, and parameter.",
CS 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CS 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,
CS 604.,  Internship: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
CS 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CS 606.,  Field Studies: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CS 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable. Research topics are presented.Repeatable 99 times,
CS 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CS 609.,  Terminal Project.  1-16 Credits.,Repeatable. Final project for master's degree without thesis.Repeatable 99 times,
CS 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CS 621.,  Algorithms and Complexity.  4 Credits.,"Design and analysis of algorithms, strategies for efficient algorithms, introduction to complexity theory including NP-completeness.Requisites:Prereq:CS 520recommended.",Prereq:CS 520recommended.
CS 624.,  Structure of Programming Languages.  4 Credits.,"Introduction to axiomatic, operational, and denotational semantics. Environments, stores, and continuations. Type theory, subtypes, polymorphism, and inheritance. Functional and logic programming.",
CS 630.,  Distributed Systems.  4 Credits.,"Principles of distributed computer systems: interprocess communication, distributed file systems, distributed timing and synchronization, distributed programming, transactions, process scheduling, distributed shared memory.Requisites:Prereq:CS 529.",Prereq:CS 529.
CS 631.,  Parallel Processing.  4 Credits.,"Advanced topics in parallel processing including massively parallel computer architecture, supercomputers, parallelizing compiler technology, performance evaluation, parallel programming languages, parallel applications.Requisites:Prereq:CS 529.",Prereq:CS 529.
CS 632.,  Computer Networks.  4 Credits.,"Advanced issues in computer networks, focusing on research to extend the services offered by the Internet.Requisites:Prereq:CS 532.",Prereq:CS 532.
CS 633.,  Advanced Network Security.  4 Credits.,"Classic and state-of-the-art research topics in network security; threats and attacks, defense algorithms and mechanisms, measurement and evaluation of both security problems and solutions. Offered alternate years.Requisites:Prereq:CS 533.",Prereq:CS 533.
CS 640.,  Writing in Computer Research.  2 Credits.,Students learn to provide and accept constructive criticism of writing samples in a workshop format.,
CS 670.,  Data Science.  4 Credits.,Data science is the development of methods to study large and complex data sets. Methods that scale to very large data sets are of particular interest. This course introduces state-of-art data science methods focused on processing very large data sets of real-world data.Requisites:Prereq:CS 551.,Prereq:CS 551.
CRES 101.,  Introduction to Conflict Resolution.  4 Credits.,Explores up-to-date conflict management theories and practical steps to communicate effectively in sensitive situations.,
CRES 199.,  Special Studies: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
CRES 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CRES 401.,  Research: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
CRES 404.,  Internship: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
CRES 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CRES 415.,  Conflict and Gender.  4 Credits.,"Focuses on the multiple relationships among conflict, violence, and gender in situations of warfare, militarization, and peacemaking.",
CRES 435.,  Israel and Palestine.  4 Credits.,"Examination of the Palestinian and Israeli conflict. Evolution of the political struggle with a broad look at the human side of conflict, and examination of critical negotiation issues.",
CRES 440.,  Dialogue across Differences.  2 Credits.,"Introduction to processes and facilitation of discourse and dialogue, with special emphasis on participation. Sequence withCRES 441.",
CRES 441.,  Dialogue Across Differences II.  2 Credits.,"Advanced course in dialogic processes and facilitation, with special emphasis on context. Sequence withCRES 440.Requisites:Prereq:CRES 440.",Prereq:CRES 440.
CRES 445.,  Conflicts of Incarceration.  4 Credits.,"Issues of crime, incarceration, and justice within the Western context.",
CRES 503.,  Thesis.  1-9 Credits.,Repeatable.Repeatable 99 times,
CRES 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CRES 515.,  Conflict and Gender.  4 Credits.,"Focuses on the multiple relationships among conflict, violence, and gender in situations of warfare, militarization, and peacemaking.",
CRES 535.,  Israel and Palestine.  4 Credits.,"Examination of the Palestinian and Israeli conflict. Evolution of the political struggle with a broad look at the human side of conflict, and examination of critical negotiation issues.",
CRES 540.,  Dialogue Across Differences.  1-2 Credits.,"Introduction to processes and facilitation of discourse and dialogue, with special emphasis on participation. Sequence withCRES 541.",
CRES 541.,  Dialogue Across Differences II.  2 Credits.,"Advanced course in dialogic processes and facilitation, with special emphasis on context. Sequence withCRES 540.Requisites:Prereq:CRES 540.",Prereq:CRES 540.
CRES 545.,  Conflicts of Incarceration.  4 Credits.,"Issues of crime, incarceration, and justice within the Western context.",
CRES 601.,  Research: [Topic].  1-9 Credits.,Repeatable.Repeatable 99 times,
CRES 604.,  Internship: [Topic].  1-8 Credits.,Repeatable up to seven times or a maximum of 8 credits.Repeatable 7 times for a maximum of 8 credits,
CRES 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CRES 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CRES 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CRES 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CRES 611.,  Terminal Project.  1-9 Credits.,Repeatable.Repeatable 99 times,
CRES 612.,  Philosophy of Conflict Resolution.  4 Credits.,Study of how philosophical and theoretical frameworks influence current views and practices of conflict resolution.,
CRES 613.,  Perspectives on Conflict Resolution.  4 Credits.,"Introduction to interdisciplinary perspectives on conflict and conflict resolution. Various disciplines (including economies, psychology, and communication) views of conflict and conflict resolution.",
CRES 614.,"  Negotiation, Bargaining and Persuasion.  4 Credits.","Examines issues that pervade negotiations, including framing arguments, analyzing bargaining conditions, and crafting deals. Basic skills in negotiation, bargaining and persuasion developed through simulated negotiations.",
CRES 616.,  Mediation Skills.  4 Credits.,"Develop mediation skills such as problem framing, listening, and issue identification and sequencing. Learn to diagnose problems, clarify facts and craft interventions.",
CRES 620.,  Facilitation.  2 Credits.,Fundamentals of facilitating group discussions and decision-making.,
CRES 621.,"  Culture, Power, and Conflict Resolution I.  2 Credits.",This course introduces multiple approaches to conflict drawing from distinct cultural traditions. It asks students to consider how cultural differences and power dynamics impact how people approach conflict and conflict resolution.,
CRES 622.,"  Culture, Power, and Conflict Resolution II.  1 Credit.",Students will explore creative ways to engage cultural difference and power as central assumptions in conflict resolution.Requisites:Prereq:CRES 621.,Prereq:CRES 621.
CRES 623.,"  Culture, Power, and Conflict Resolution III.  1 Credit.",In this course students theorize how they would like to engage cross cultural dynamics and existing power structures in their own practice.Requisites:Prereq:CRES 622.,Prereq:CRES 622.
CRES 625.,  Psychology of Conflict.  4 Credits.,"Examines the psychological sources, nature, and functions of conflict, covering multiple levels of analysis relevant to intrapersonal, interpersonal, intragroup, and intergroup conflict.",
CRES 631.,  Managing Conflict in Organizations.  4 Credits.,"Prepares students to assist in managing disputes within organization. Students will receive a basic introduction to organizational context, and structure, leadership and communication styles, and sources of workplace disputes. The course also provides an overview of the processes by which organizations typically resolve disputes.",
CRES 632.,  Research Methods.  3 Credits.,"Explores questions that research may encounter or raise, and how to resolve them. Considers both qualitative and quantitative research methods.",
CRES 633.,  Professional Development Seminar.  1 Credit.,Provides incoming students with tools to be successful in the graduate program and the professional world.,
CRES 650.,  Capstone Seminar.  1 Credit.,Provides student with opportunities to systemically consider lessons from their practicum experiences. Class sessions based on student fieldwork.,
CRES 651.,  Academic Capstone: Course Concentration.  1 Credit.,Fulfills the course component of the course concentration final project for conflict resolution students.Requisites:Prereq: students must have completed 50 percent or more of their course concentration credits prior to the term in which they enroll in this course.,Prereq: students must have completed 50 percent or more of their course concentration credits prior to the term in which they enroll in this course.
CRES 660.,  Environmental Conflict Resolution.  4 Credits.,"Students learn and critically examine methods of environmental conflict resolution, including conflict assessment, negotiation, decision-making, adaptive management, collaboration, and public participation.",
CRES 665.,  Family Mediation.  4 Credits.,"Preparation for work-related experiences in family mediation, specifically domestic relations involving custody and parenting time.",
CRES 670.,  Adversarial Processes.  4 Credits.,This course is an introduction to the primary adversarial or adjudicative processes used to resolve civil disputes: Litigation and Arbitration.,
CPSY 198.,  Workshop: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,
CPSY 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 217.,  Foundations of Student Health and Well-Being.  3 Credits.,"This course examines risk and protective factors for college students and reviews educational and behavioral strategies for reducing personal risk and enhancing well-being, with focus on topics including stress, physical health, healthy sexuality, sexual violence prevention, substance use, social media use, and being allies.",
CPSY 401.,  Research: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
CPSY 405.,  Special Problems: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
CPSY 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
CPSY 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 408.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
CPSY 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
CPSY 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 508.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
CPSY 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
CPSY 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CPSY 611.,  Counseling Skills.  2-3 Credits.,Emphasizes experiential learning of a broad range of communication skills needed to form effective helping relationships. Covers client intake procedures and interviewing strategies. Includes laboratory. Prereq for nonmajors; instructor's consent.,Prereq for nonmajors; instructor's consent.
CPSY 612.,  Professional Ethics.  3 Credits.,Ethical and legal concerns in the professional practice of psychology. Ethical theory and decision-making processes; legal aspects of client-psychologist relationships.,
CPSY 613.,  Introduction to Counseling Psychology.  3 Credits.,Historical foundations of counseling psychology. Major theories and theorists. Counseling as an ecological and context-sensitive interactive process. Settings and roles of the profession.,
CPSY 614.,  Theories of Counseling.  3 Credits.,Overview of selected historical and current counseling theories.,
CPSY 615.,  Counseling Diverse Populations.  3 Credits.,"Influence of gender, race, ethnicity, and other factors related to diverse populations on the identity-formation process in contemporary society. Applications to counseling psychology.",
CPSY 617.,  Theories of Career Development.  3 Credits.,"Addresses life-span career development including issues, concepts, and definitions; theories of career development and choice; intervention in strategies; and career resources in the context of a multicultural society.",
CPSY 618.,  Group Dynamics and Counseling.  3 Credits.,"Presents basic elements of general group counseling theory and group dynamics; includes introduction to group-based interventions, guidelines for multicultural practice, ethical and professional issues in group practice, and group leadership.",
CPSY 621.,  Lifespan Developmental Psychology.  3 Credits.,"Understanding continuity and change in human development and the ways in which the development of children, adolescents, and adults can be enhanced. Repeatable once for a maximum of 6 credits.Repeatable 1 time for a maximum of 6 credits",
CPSY 622.,  Psychological Assessment II.  4 Credits.,Selection and administration of instruments and procedures for generating personality and career assessment reports. Emphasizes the integration of assessment into the intervention planning process. Includes laboratory.,
CPSY 625.,  Child and Family Interventions.  3 Credits.,"Empirically oriented interventions with children and families, ranging from early childhood through adolescence. Integrates developmental and intervention sciences.",
CPSY 626.,  Psychological Services for Latinos.  3 Credits.,Provide graduate students with content specific to carrying out human services work and research with those who are Latino and/or Spanish-speaking.,
CPSY 627.,  Latinx Mental Health: [Topic].  3 Credits.,"This course is designed to enhance understanding of Spanish-speaking and Latinx populations in the US with attention to strengths, resilience, social injustice and inequity, and how these influence the health and well-being of Latinx communities as applied in clinical mental health and school settings.Repeatable 2 times for a maximum of 9 credits",
CPSY 635.,  Social Aspects of Behavior.  4-5 Credits.,"This course introduces research and concepts related to social influences on human behavior, including prejudice, conformity, aggression, prosocial behavior, internalized social norms, and social cognition.",
CPSY 642.,  Child-Family Interventions.  4 Credits.,"Empirically oriented interventions with children and families, ranging from early childhood through adolescence. Integrates developmental and intervention sciences.",
CPSY 645.,  Health Promotion and Equity.  3 Credits.,"This course introduces theoretical and empirical work in prevention-focused health psychology, integrating cultural, developmental, and community psychology concepts as they pertain to health related behaviors.",
CPSY 654.,  Supervision and Consultation.  4 Credits.,"Focuses on didactic knowledge of supervision theory, research, models of practice, and evidence-based practices in supervision and consultation and acquisition of supervision and consultation skills.  Students refine their knowledge of supervision theory, research, and techniques and integrate these into  supervision and consultation activities.",
CPSY 690.,  Adult Practicum.  4 Credits.,Adult Practicum is a three-term experience over one academic year in which counseling psychology doctoral students work in a clinical setting and provide therapy services to adult clients. Students receive individual and group supervision and training in evidence-based interventions and theoretical models of practice.Repeatable 3 times for a maximum of 16 credits,
CPSY 704.,  Internship: [Topic].  1-15 Credits.,Repeatable.Repeatable 99 times,
CPSY 706.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 708.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CPSY 709.,  Terminal Project.  1-16 Credits.,Repeatable.Repeatable 99 times,
CFT 401.,  Research: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CFT 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CFT 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CFT 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,
CFT 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CFT 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CFT 601.,  Research: [Topic].  1-16 Credits.,A current topic is Methods.Repeatable 99 times,
CFT 604.,  Internship: [Topic].  1-9 Credits.,Repeatable.Repeatable 99 times,
CFT 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CFT 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CFT 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CFT 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CFT 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
CFT 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
CFT 612.,  Parenting Interventions.  3 Credits.,"Examines evidence-based practices for parenting children and adolescents, including trauma-focused parenting strategies.",
CFT 615.,  Introduction to Marriage Family Therapy.  3 Credits.,Surveys the distinct disciplines of marriage and family therapy.,
CFT 616.,  Systems Theory Foundations.  3 Credits.,"Surveys macro theories and their relationship to families and family therapy with emphasis on systems, communications, and ecological theories.",
CFT 620.,  Mental Health and Diagnosis.  3 Credits.,"Study of maladaptive behavior, treatment, and prevention emphasizing the integrative contributions of biological, behavior, cognitive, psychodynamic, humanist-existential, and community perspectives, including the ""Diagnostic and Statistical Manual of Mental Disorders.""",
CFT 625.,"  Violence, Trauma, and Healing.  4 Credits.","Theories and research on the acceleration and cessation of violence in the family and assessment of responses to violent family behaviors and to perpetrators, survivors, and families.",
CFT 626.,  Relational Sex Therapy.  3 Credits.,Increases understanding and clinical abilities for working with couples; special emphasis on the role of intimacy and sexual relationships.,
CFT 628.,  Addiction and Recovery.  4 Credits.,Increases the conceptual understanding and skills of family therapists working with contemporary issues; emphasis on addictions and addiction recovery.,
CFT 629.,  Intimate Partner Therapy.  4 Credits.,"Application of systems theory to problems within relationships and their resolution. Includes research findings, assessment, motivation, change, content and process, ethics, and social-macro considerations.",
CFT 640.,  Beginning Practicum.  3 Credits.,"Provides basic clinical skills for initial work with client systems including intake and consent procedures, clinical assessment, treatment planning, and risk assessment.",
CRWR 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 times,
CRWR 225.,  Kidd Workshop I.  4 Credits.,"Introduction to an intensive, yearlong sequence devoted to the study and practice of poetry, fiction, and nonfiction.",
CRWR 230.,  Introduction to Poetry Writing.  4 Credits.,Introduction to forms and techniques of writing poetry.,
