Course Code,Course Name,Description,Prerequisites
ARTF 369.,  Woven Structures.  4 Credits.,"Repeatable. Introduction to floor-loom hand weaving. Traditional and experimental use of materials, techniques, and structures are used to understand weaving as a cross-disciplinary practice.  Repeatable five times for a maximum of 24 credits.Requisites:Prereq:ARTF 270.Repeatable 5 times for a maximum of 24 credits",None
ARTF 370.,  Stitchwork Strategies.  4 Credits.,"Exploration of stitch techniques, including embroidery, beading, applique, collage, piecing, and quilting. Topics include public versus private, language and narrative, and dimensional forms. Repeatable three times for a maximum of 16 credits.Requisites:Prereq:ARTF 270.Repeatable 3 times for a maximum of 16 credits",None
ARTF 401.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTF 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTF 405.,  Reading and Conference: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTF 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTF 407.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTF 408.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTF 409.,  Terminal Creative Project BFA.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTF 410.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTF 456.,  Advanced Fibers: [Topic].  3-5 Credits.,Repeatable. Develops individual studio practice through exploration of contemporary issues in textile-based processes and expansion of the rhetoric of craft.Requisites:Prereq:ARTF 270;ARTF 368orARTF 369.Repeatable 99 times,None
ARTF 507.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTF 508.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTF 510.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTF 556.,  Advanced Fibers: [Topic].  3-5 Credits.,Repeatable. Develops individual studio practice through exploration of contemporary issues in textile-based processes and expansion of the rhetoric of craft.Repeatable 99 times,None
ARTF 601.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTF 604.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTF 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTF 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTF 607.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTF 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTF 609.,  Terminal Creative Project MFA.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTF 610.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTM 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ARTM 257.,  Introduction to Jewelry and Metalsmithing.  4 Credits.,"Explores developing and constructing jewelry and objects rooted in material culture. Introduces historical and contemporary work through image presentations, lectures, and independent research.Requisites:Prereq:ART 116orARTS 288;ART 233.",None
ARTM 357.,  Metalsmithing and Jewelry: [Topic].  3-5 Credits.,"Further exploration of techniques related to conceptual problems. Content varies by term with a focus on individual processes: hollowware, forging, connections, casting, aluminum anodizing, enameling, stone setting. Repeatable.Requisites:Prereq:ARTM 257.Repeatable 99 times",None
ARTM 401.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTM 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTM 405.,  Reading and Conference: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTM 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTM 407.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTM 408.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTM 409.,  Terminal Creative Project BFA.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTM 410.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTM 457.,  Metalsmithing and Jewelry: [Topic].  3-5 Credits.,"Emphasis on creative work. Advanced investigation of techniques and process. Content varies by term related to process focus. Includes hollow-ware, forging, connections, casting, aluminum anodizing, enameling, stone setting. Repeatable.Requisites:Prereq:ARTM 357.Repeatable 99 times",None
ARTM 459.,  Advanced Metalsmithing and Jewelry.  3-5 Credits.,Emphasis on individual creative development. Various conceptual problems. Repeatable.Requisites:Prereq:ARTM 357.Repeatable 99 times,None
ARTM 507.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTM 508.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTM 510.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTM 557.,  Metalsmithing and Jewelry: [Topic].  3-5 Credits.,"Emphasis on creative work. Advanced investigation of techniques and process. Content varies by term related to process focus. Includes hollow-ware, forging, connections, casting, aluminum anodizing, enameling, stone setting. Repeatable.Requisites:Prereq:ARTM 357or equivalent.Repeatable 99 times",None
ARTM 559.,  Advanced Metalsmithing and Jewelry.  3-5 Credits.,Emphasis on individual creative development. Various conceptual problems. Repeatable.Requisites:Prereq:ARTM 357.Repeatable 99 times,None
ARTM 601.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTM 604.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTM 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTM 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTM 607.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTM 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTM 609.,  Terminal Creative Project MFA.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTM 610.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTP 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ARTP 281.,  Introductory Painting I.  4 Credits.,"Basic visual elements and their application to painting as a means of expression. Incorporates traditional subject matter: still life, landscape, figure.Requisites:Prereq:ART 116orARTS 288;ART 233.Repeatable 99 times",None
ARTP 381.,  Introductory Painting II.  4 Credits.,Integrates concepts and approaches introduced in Introductory Painting I (ARTP 281) to develop more individual and complex strategies of form and meaning. Sequence withARTP 281.Requisites:Prereq:ARTP 281.,None
ARTP 390.,  Intermediate and Advanced Painting.  4 Credits.,Repeatable. Advanced painting concepts and technical processes. Independent initiative is encouraged. Repeatable twice for a total of 12 credits.Requisites:Prereq:ARTP 381.Repeatable 2 times for a maximum of 12 credits,None
ARTP 391.,  Intermediate and Advanced Drawing.  4 Credits.,Repeatable. Continued study in observation related to visual and spatial phenomena. Repeatable twice for a total of 12 credits.Requisites:Prereq:ART 333.Repeatable 2 times for a maximum of 12 credits,None
ARTP 401.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTP 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTP 405.,  Reading and Conference: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTP 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTP 407.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTP 408.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTP 409.,  Terminal Creative Project BFA.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTP 410.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTP 507.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTP 508.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTP 510.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTP 601.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTP 604.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTP 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTP 606.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTP 607.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTP 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTP 609.,  Terminal Creative Project MFA.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTP 610.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTO 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ARTO 250.,  Introduction to Photography.  4 Credits.,Covers basic elements of photography using a DSLR camera and provides a broad-based understanding of photographic practice in a fine art context. Sequence withARTO 350. Repeatable once for a maximum of 8 credits.Requisites:Prereq:ART 116orARTS 288;ART 233.Repeatable 1 time for a maximum of 8 credits,None
ARTO 350.,  Film and Darkroom.  4 Credits.,"Technical and aesthetic consideration of black-and-white analog photography. Basics of camera, film development, and photographic print controls in the darkroom. Sequence withARTO 250. Repeatable once for a maximum of 8 credits.Requisites:Prereq:ARTO 250.Repeatable 1 time for a maximum of 8 credits",None
ARTO 351.,  Constructed Image Photography.  4 Credits.,"Explores processes and concepts extending beyond the single photographic image. Narrative and formal strategies in manipulation and sequencing, exploring the materiality of the photograph. Studio course. Repeatable once for a maximum of 8 credits.Repeatable 1 time for a maximum of 8 credits",None
ARTO 352.,  Creative Large-Format Photography.  4 Credits.,"Repeatable. Introduces large-format cameras and their aesthetic possibilities. Four-by-five and eight-by-ten view cameras provided. Includes camera use, film and development, printing skills. Repeatable once for maximum of 8 credits.Requisites:Prereq:ARTO 350.Repeatable 1 time for a maximum of 8 credits",None
ARTO 401.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTO 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTO 405.,  Reading and Conference: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTO 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTO 407.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTO 408.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTO 409.,  Terminal Creative Project BFA.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTO 410.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTO 455.,  Conceptual Strategies in Photography.  4 Credits.,Repeatable. Studies the 1960s conceptual art movement and its influence on contemporary photography practice: open-ended projects respond to various conceptual frameworks. Repeatable once for a maximum of 8 credits.Requisites:Prereq:ARTO 250.Repeatable 1 time for a maximum of 8 credits,None
ARTO 476.,  Alternative Photographic Processes.  4 Credits.,Repeatable. Combines painterly concerns with printmaking ideas and photographic principles in a mixed-media approach to contemporary image-making through historic and antiquated processes. Studio course. Repeatable once for a maximum of 8 credits.Requisites:Prereq:ARTO 350;ARTO 351orARTO 352.Repeatable 1 time for a maximum of 8 credits,None
ARTO 484.,  Advanced Photography: [Topic].  4 Credits.,Repeatable. Investigates photographic practice and philosophy through readings and discussion; students engage in personal studio practice and class critiques.  Repeatable once for maximum of 8 credits.Requisites:Prereq: ARTO 450.Repeatable 1 time for a maximum of 8 credits,None
ARTO 507.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTO 508.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTO 510.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTO 555.,  Conceptual Strategies in Photography.  4 Credits.,Repeatable. Studies the 1960s conceptual art movement and its influence on contemporary photography practice: open-ended projects respond to various conceptual frameworks.  Repeatable once for a maximum of 8 credits.Repeatable 1 time for a maximum of 8 credits,None
ARTO 576.,  Alternative Photographic Processes.  4 Credits.,Repeatable. Combines painterly concerns with printmaking ideas and photographic principles in a mixed-media approach to contemporary image-making through historic and antiquated processes. Studio course. Repeatable once for a maximum of 8 credits.Repeatable 1 time for a maximum of 8 credits,None
ARTO 584.,  Advanced Photography: [Topic].  4 Credits.,Repeatable. Investigates photographic practice and philosophy through readings and discussion; students engage in personal studio practice and class critiques.  Repeatable once for maximum of 8 credits.Requisites:Prereq: ARTO 554.Repeatable 1 time for a maximum of 8 credits,None
ARTO 601.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTO 604.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTO 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTO 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTO 607.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTO 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTO 609.,  Terminal Creative Project MFA.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTO 610.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTR 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ARTR 245.,  Introduction to Printmaking.  4 Credits.,"Introduction to printmaking methodologies. Explores the unique print, multiples, and variable edition; techniques may include monotype, linocut, collagraph, etching, and screen print.Requisites:Prereq:ART 116orARTS 288;ART 233.",None
ARTR 346.,  Relief.  4 Credits.,"Creative exploration of graphic and conceptual possibilities through woodcut and related relief printing methods; techniques include block cutting, registration, single and multicolor printing.  Repeatable once for a maximum of 8 credits.Requisites:Prereq:ARTR 245.Repeatable 1 time for a maximum of 8 credits",None
ARTR 347.,  Intaglio.  4 Credits.,"Techniques of etching, drypoint, engraving, aquatint, soft ground, lift ground, white ground, embossment, relief plate printing. Emphasizes personal imagery development.  Repeatable once for a maximum of 8 credits.Requisites:Prereq:ARTR 245.Repeatable 1 time for a maximum of 8 credits",None
ARTR 348.,  Screen Printing.  4 Credits.,"Creative exploration of graphic and conceptual possibilities through screen printing; techniques include registration, color, edition printing, and stencil-making using hand-drawn, photographic, and digital methods. Repeatable once for a maximum of 8 credits.Requisites:Prereq:ARTR 245.Repeatable 1 time for a maximum of 8 credits",None
ARTR 401.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTR 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTR 405.,  Reading and Conference: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTR 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTR 407.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTR 408.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTR 409.,  Terminal Creative Project BFA.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTR 410.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTR 446.,  Intermediate and Advanced Printmaking.  4 Credits.,"Further exploration of printmaking techniques and concepts with an emphasis on creating a body of work; includes research, discussion, readings, and critiques. Repeatable.Requisites:Prereq: two fromARTR 245,ARTR 346,ARTR 347,ARTR 348.Repeatable 99 times",None
ARTR 507.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTR 508.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTR 510.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTR 546.,  Intermediate and Advanced Printmaking.  4-6 Credits.,"Further exploration of printmaking techniques and concepts with an emphasis on creating a body of work; includes research, discussion, readings, and critiques. Repeatable.Repeatable 99 times",None
ARTR 601.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTR 604.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTR 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTR 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTR 607.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTR 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTR 609.,  Terminal Creative Project MFA.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTR 610.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTS 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ARTS 288.,  Sculpture I: Mixed Media.  3-5 Credits.,Investigation of 3-D forms in space using a range of processes. Repeatable three times for a maximum of 20 credits.Requisites:Prereq:ART 115.Repeatable 3 times for a maximum of 20 credits,None
ARTS 393.,  Sculpture II: [Topic].  3-5 Credits.,"Integration of concepts and materials in sculpture; investigation of individual methodology.  Topics vary by term: wood, moldmaking, steel.  Reading, presentation on issues and artists.  Repeatable when topic changes.Requisites:Prereq:ARTS 288.Repeatable 99 times when topic changes",None
ARTS 401.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTS 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTS 405.,  Reading and Conference: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTS 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTS 407.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTS 408.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTS 409.,  Terminal Creative Project BFA.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTS 410.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTS 490.,  Issues and Practices in Sculpture.  3-5 Credits.,"Intensive critique, discussion, readings, and presentations. Repeatable up to nine times.Requisites:Prereq: B.F.A. standing.Repeatable 9 times for a maximum of 50 credits",None
ARTS 491.,  Methodologies: [Topic].  4 Credits.,"Explores conceptually driven topics in sculpture such as formless, assemblage, and new landscapes. Sequence withARTS 288,ARTS 393,ARTS 493.  Repeatable twice for a maximum of 12 credits.Requisites:Prereq:ARTS 393.Repeatable 2 times for a maximum of 12 credits",None
ARTS 493.,  Advanced Sculpture.  4 Credits.,"Designed for students who have completed several upper-division sculpture courses. Individual and group critiques; development and articulation of individual voice. Repeatable once for a maximum of 8 credits.Requisites:Prereq:ARTS 288,ARTS 393.Repeatable 1 time for a maximum of 8 credits",None
ARTS 507.,  Seminar: [Topic].  1-3 Credits.,Repeatable.Repeatable 99 times,None
ARTS 508.,  Workshop: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTS 510.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ARTS 590.,  Issues and Practices in Sculpture.  3-5 Credits.,"Intensive critique, discussion, readings, and presentations. Repeatable up to nine times.Requisites:Prereq: M.F.A. standing.Repeatable 9 times for a maximum of 50 credits",None
ARTS 591.,  Methodologies: [Topic].  4 Credits.,"Explores conceptually driven topics in sculpture such as formless, assemblage, and new landscapes. Repeatable twice for a maximum of 12 credits.Repeatable 2 times for a maximum of 12 credits",None
ARTS 601.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTS 604.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ARTS 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTS 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTS 607.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
ARTS 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTS 609.,  Terminal Creative Project MFA.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ARTS 610.,  Experimental Course: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
ASIA 111.,  Great Books on Modern Asia.  4 Credits.,Students learn about Asia and how knowledge about Asia is produced by reading and discussing four great books written by different authors in various writing genres and perspectives.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives,None
ASIA 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable when topic changes.Requisites:Prereq: freshman or new student.Repeatable 99 times when topic changes,None
ASIA 350.,  What Is Asia: Theoretical Debates.  4 Credits.,"An interdisciplinary seminar designed to introduce students to current theoretical debates about Asia, modernization, and area studies.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
ASIA 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ASIA 401.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ASIA 403.,  Thesis.  1-12 Credits.,Repeatable.Requisites:Prereq: major honor's student.Repeatable 99 times,None
ASIA 405.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ASIA 406.,  Practicum: [Topic].  1-16 Credits.,"Closely supervised participation in the activities of public or private organizations, institutes, and community service agencies. Repeatable.Repeatable 99 times",None
ASIA 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ASIA 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ASIA 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ASIA 425.,  Asian Foodways.  4 Credits.,"Explores socio-cultural, political-economic and historical dimensions of food in China, Japan, Korea, Southeast Asia and India, including modernization, transnationalism, globalization. Offered alternate years.Additional Information:Cultural Literacy: Global Perspectives",None
ASIA 480.,"  Chinese Economy: Transition, Development, Globalization.  4 Credits.","Comprehensive introduction to the Chinese economy: market transition; macroeconomic conditions and policies; key sectors such as industry, banking, finance, energy, export, technology, agriculture; globalization. Offered alternate years.Additional Information:Cultural Literacy: Global Perspectives",None
ASIA 503.,  Thesis.  1-9 Credits.,Repeatable.Repeatable 99 times,None
ASIA 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ASIA 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ASIA 525.,  Asian Foodways.  4 Credits.,"Explores socio-cultural, political-economic and historical dimensions of food in China, Japan, Korea, Southeast Asia and India, including modernization, transnationalism, globalization. Offered alternate years.",None
ASIA 580.,"  Chinese Economy: Transition, Development, Globalization.  4 Credits.","Comprehensive introduction to the Chinese economy: market transition; macroeconomic conditions and policies; key sectors such as industry, banking, finance, energy, export, technology, agriculture; globalization. Offered alternate years.",None
ASIA 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ASIA 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ASIA 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ASIA 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ASIA 612.,  Theory and Methodology in Asian Studies: [Topic].  3 Credits.,Selected Asian studies issues. Repeatable once when topic changes for maximum of 6 credits.Repeatable 1 time for a maximum of 6 credits,None
ASTR 121.,  The Solar System.  4 Credits.,"Naked-eye astronomy, development of astronomical concepts, and the solar system.Additional Information:Science Area",None
ASTR 122.,  Birth and Death of Stars.  4 Credits.,The structure and evolution of stars.Additional Information:Science Area,None
ASTR 123.,  Galaxies and the Expanding Universe.  4 Credits.,Galaxies and the universe.Additional Information:Science Area,None
ASTR 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ASTR 321.,  Topics in Astrophysics.  4 Credits.,"Problem solving of the orbits, kinematics, and dynamics of astronomical systems, structure and evolution of stars and galaxies.Requisites:Pre- or coreq:MATH 252;PHYS 252or equivalents.",None
BEHT 320.,  Youth Risk and Resilience.  3 Credits.,"This course focuses on behavioral and mental health problems in childhood and adolescence, and the multitude of risk and protective factors that influence child behavioral and emotional development - including associated contexts, developmental processes, and biological and environmental factors. Students cannot receive credit for bothBEHT 320andFHS 329.Equivalent to:FHS 329",None
BEHT 321.,  Digital Media and Behavioral Health.  4 Credits.,"This course examines how children and adolescents use digital media and internet connected technologies, the benefits and risks associated with these patterns of use, and the potential of digital technology to allow new modes of support and service delivery for behavioral health problems.",None
BEHT 340.,  Evidence-Informed Decision-Making.  4 Credits.,"The focus of this course is the use of research evidence to select appropriate practices and programs for promoting the behavioral health of children and adolescents. The course includes foundational knowledge on the “evidence-based practice” paradigm, as well as research methods.",None
BEHT 350.,  Foundations of Culturally Responsive Practice.  4 Credits.,"This course is the first in a two-course series centered on diversity, equity, and inclusivity in youth behavioral health. This course is designed to provide the foundational knowledge and theories needed for a better understanding of youth and families with diverse identities.Additional Information:Cultural Literacy: US: Difference, Inequality, Agency",None
BEHT 351.,  Diversity Equity and Inclusion II.  3 Credits.,"This course is the second in a two-course series centered on diversity, equity, and inclusivity in youth behavioral health. This course is designed to provide students with the foundational practices and skills needed to equitably serve youth and families with diverse and often marginalized identities.Requisites:Prereq:BEHT 350.",None
BEHT 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
BEHT 401.,  Research: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 402.,  Supervised College Teaching.  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 403.,  Thesis.  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 405.,  Reading and Conference: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
BEHT 408.,  Workshop: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
BEHT 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
BEHT 411.,  Foundational Interviewing and Counseling Skills.  4 Credits.,This course is designed to build students’ knowledge and implementation of foundational skills necessary for engaging youth and families in interventions to promote youth emotional and behavioral well-being.,None
BEHT 412.,  Ethics and Professional Practice for CBHS.  4 Credits.,"The focus of this course is ethical and professional issues facing mental health providers, and child behavior health specialists in particular. The course includes foundational knowledge in ethics, as well as models for ethical decision-making. Students cannot receive credit for bothBEHT 412andFHS 471.Equivalent to:FHS 471",None
BEHT 413.,  Screening and Risk Assessment.  4 Credits.,"This course is designed to equip students with foundational skills in screening children and adolescents for behavioral and emotional risk. Topics include screener test construction, multiple gate screen procedures, risk assessment, safety planning, selected screening, and universal behavioral and emotional risk screening.",None
BEHT 450.,  Supporting Behavioral Health of Tribal Youth.  3 Credits.,"This course provides an introduction to the political nature of Tribal experiences, the professional knowledge necessary, and methods appropriate for working with Tribal and urban Native communities in behavioral health and educational settings.Requisites:Prereq:BEHT 350,BEHT 351.",None
